CustomerId,Gender,Geography,Age,AccountStatus,MembershipStatus,Balance,EstimatedSalary,CreditScore,MembershipYears,Card Type,Satisfaction Score
15573278,Male,France,39,Open,Inactive Member,0,44265.28,743,6,SILVER,5
15576094,Male,France,71,Open,Active Member,0,29837.65,743,0,PLATINUM,5
15605835,Male,France,37,Open,Active Member,69143.91,105780.18,743,8,PLATINUM,3
15609913,Female,France,46,Open,Inactive Member,0,113436.08,743,9,DIAMOND,2
15626898,Male,France,30,Open,Inactive Member,77599.23,144407.1,743,7,GOLD,5
15637788,Male,France,23,Open,Inactive Member,110203.77,95583.45,743,3,PLATINUM,1
15645572,Female,France,40,Closed,Inactive Member,0,28280.8,743,6,PLATINUM,2
15662067,Male,France,40,Open,Inactive Member,68155.59,94876.65,743,8,GOLD,1
15679550,Male,France,32,Open,Inactive Member,0,175252.78,743,9,DIAMOND,4
15707007,Female,France,39,Open,Inactive Member,0,94263.44,743,8,PLATINUM,3
15711015,Male,France,36,Open,Active Member,0,190911.02,743,4,GOLD,3
15721719,Male,France,42,Open,Active Member,77002.2,80428.42,743,7,PLATINUM,2
15731166,Female,France,30,Open,Active Member,127023.39,138780.89,743,1,GOLD,4
15782608,Male,France,43,Closed,Inactive Member,0,113079.19,743,5,SILVER,5
15805104,Female,France,73,Open,Active Member,0,107867.38,743,6,GOLD,4
15605276,Female,France,29,Open,Active Member,0,180066.59,742,4,GOLD,4
15643392,Male,France,31,Open,Active Member,105239.1,19700.24,742,4,DIAMOND,3
15652615,Male,France,39,Open,Active Member,140004.96,92985.78,742,8,SILVER,3
15688409,Female,France,28,Closed,Inactive Member,191864.51,108457.99,742,2,SILVER,5
15710111,Male,France,33,Open,Inactive Member,0,38550.4,742,6,PLATINUM,3
15722246,Female,France,60,Closed,Active Member,0,13161.66,742,4,DIAMOND,1
15728683,Male,France,27,Open,Active Member,0,131534.96,742,0,GOLD,1
15764253,Male,France,32,Open,Inactive Member,160485.16,29023.03,742,6,GOLD,5
15766906,Female,France,25,Open,Inactive Member,132116.13,129933.5,742,4,DIAMOND,1
15804064,Female,France,35,Open,Active Member,79126.17,126997.53,742,2,DIAMOND,3
15585249,Male,France,42,Closed,Inactive Member,106036.52,194686.78,741,6,DIAMOND,4
15606552,Male,France,37,Open,Active Member,105261.76,149503.54,741,9,PLATINUM,1
15646632,Male,France,38,Open,Inactive Member,0,14379.01,741,9,GOLD,5
15656141,Male,France,39,Open,Active Member,0,40207.06,741,5,SILVER,1
15663885,Male,France,32,Open,Active Member,0,64839.23,741,5,SILVER,3
15674833,Female,France,35,Open,Inactive Member,0,36557.55,741,1,SILVER,1
15678720,Female,France,44,Open,Active Member,0,190534.76,741,7,PLATINUM,4
15717010,Female,France,60,Open,Active Member,0,38914.51,741,5,PLATINUM,1
15726960,Female,France,36,Open,Active Member,0,89804.83,741,3,SILVER,1
15756299,Female,France,64,Open,Active Member,69311.16,59237.72,741,2,GOLD,1
15767894,Female,France,21,Open,Active Member,0,139259.54,741,9,SILVER,5
15791302,Male,France,32,Open,Inactive Member,0,143598.7,741,8,DIAMOND,4
15796993,Male,France,52,Closed,Inactive Member,171236.3,21834.4,741,1,PLATINUM,5
15798429,Male,France,29,Open,Active Member,0,115994.52,741,8,PLATINUM,5
15571689,Female,France,37,Open,Active Member,0,27528.4,740,5,PLATINUM,5
15576723,Female,France,37,Open,Active Member,0,194270.91,740,7,DIAMOND,1
15589725,Female,France,51,Open,Active Member,0,178929.84,740,4,SILVER,4
15611171,Male,France,33,Open,Active Member,129574.98,123300.38,740,1,GOLD,3
15644296,Female,France,30,Open,Inactive Member,105209.54,1852.58,740,8,SILVER,4
15670898,Female,France,60,Closed,Inactive Member,108028.08,25980.42,740,5,GOLD,5
15671610,Male,France,36,Open,Active Member,0,13177.4,740,7,SILVER,5
15691061,Female,France,37,Open,Active Member,0,73225.31,740,9,PLATINUM,3
15761886,Male,France,36,Open,Active Member,172381.8,86480.29,740,4,GOLD,3
15786035,Male,France,39,Open,Inactive Member,0,19047.23,740,9,DIAMOND,3
15804038,Male,France,44,Closed,Active Member,0,96528,740,9,DIAMOND,2
15567923,Female,France,30,Open,Inactive Member,0,122604.44,739,6,SILVER,2
15576085,Male,France,41,Open,Inactive Member,0,143882.25,739,5,PLATINUM,5
15583138,Male,France,42,Open,Inactive Member,141642.92,172149.76,739,2,DIAMOND,2
15584462,Male,France,34,Open,Inactive Member,0,60584.33,739,9,PLATINUM,3
15693199,Female,France,37,Closed,Inactive Member,0,191557.1,739,8,GOLD,2
15701412,Male,France,40,Open,Inactive Member,0,173321.65,739,4,GOLD,4
15721487,Female,France,27,Open,Active Member,0,57572.38,739,6,SILVER,2
15734765,Female,France,20,Open,Active Member,133800.98,150245.81,739,4,PLATINUM,3
15736413,Male,France,29,Open,Active Member,0,164484.78,739,1,DIAMOND,5
15773338,Male,France,58,Open,Active Member,101579.28,72168.53,739,2,SILVER,5
15799710,Male,France,37,Open,Active Member,104960.46,80883.82,739,7,SILVER,5
15806822,Female,France,36,Open,Inactive Member,0,133465.57,739,0,GOLD,2
15574372,Male,France,35,Open,Inactive Member,161274.05,181429.87,738,5,SILVER,5
15580146,Male,France,31,Open,Inactive Member,82674.15,41970.72,738,9,DIAMOND,4
15627027,Male,France,39,Open,Active Member,0,114388.98,738,5,SILVER,3
15629511,Male,France,49,Open,Inactive Member,106770.82,123499.27,738,6,PLATINUM,1
15652948,Male,France,33,Open,Inactive Member,92676.3,105817.63,738,4,GOLD,1
15654183,Female,France,26,Open,Inactive Member,0,67484.16,738,3,SILVER,4
15657439,Male,France,18,Open,Active Member,0,47799.15,738,4,PLATINUM,5
15674368,Female,France,39,Open,Active Member,94435.45,189430.86,738,1,SILVER,5
15692718,Female,France,38,Open,Inactive Member,0,69227.42,738,7,PLATINUM,2
15750547,Male,France,26,Open,Active Member,0,48644.94,738,9,PLATINUM,1
15758606,Male,France,54,Closed,Active Member,0,55725.04,738,4,PLATINUM,4
15768881,Male,France,29,Open,Active Member,0,170421.13,738,2,GOLD,3
15772216,Female,France,67,Open,Active Member,130652.52,22762.23,738,1,DIAMOND,4
15573971,Male,France,44,Open,Inactive Member,0,57898.58,737,7,PLATINUM,2
15589076,Male,France,36,Closed,Active Member,0,188670.9,737,9,SILVER,3
15605742,Male,France,43,Closed,Inactive Member,80090.93,39920,737,0,SILVER,5
15605804,Male,France,45,Open,Inactive Member,0,1364.54,737,10,GOLD,5
15633950,Male,France,41,Open,Active Member,101960.74,123547.28,737,1,SILVER,5
15670492,Male,France,28,Open,Inactive Member,0,106390.01,737,8,SILVER,2
15699797,Male,France,30,Open,Inactive Member,174356.13,31928.5,737,8,PLATINUM,5
15752984,Female,France,70,Open,Active Member,87542.89,42576.86,737,9,DIAMOND,4
15772503,Female,France,33,Open,Inactive Member,0,115115.32,737,4,SILVER,2
15778915,Female,France,32,Open,Active Member,128551.36,189402.71,737,7,GOLD,2
15783225,Male,France,54,Closed,Inactive Member,0,83470.4,737,9,PLATINUM,5
15576680,Male,France,29,Open,Inactive Member,0,51705.01,736,4,DIAMOND,2
15611371,Male,France,43,Open,Active Member,176134.54,52856.88,736,4,GOLD,2
15620570,Male,France,43,Open,Inactive Member,202443.47,72375.03,736,4,GOLD,4
15621423,Female,France,42,Closed,Inactive Member,117280.23,41921.06,736,7,GOLD,5
15656009,Female,France,36,Open,Inactive Member,0,70496.66,736,6,GOLD,2
15685243,Female,France,63,Open,Active Member,0,502.7,736,10,SILVER,4
15733444,Female,France,29,Open,Inactive Member,0,176152.7,736,9,PLATINUM,2
15735263,Male,France,27,Open,Active Member,51522.75,192131.77,736,5,SILVER,4
15741078,Male,France,54,Open,Active Member,111729.47,84920.49,736,7,PLATINUM,3
15748589,Female,France,30,Open,Inactive Member,0,34180.33,736,9,GOLD,3
15779522,Female,France,24,Closed,Inactive Member,0,109355.73,736,0,SILVER,1
15567339,Male,France,73,Open,Active Member,0,114283.33,735,9,SILVER,1
15573851,Female,France,38,Closed,Inactive Member,0,92220.12,735,1,SILVER,5
15590676,Male,France,34,Open,Inactive Member,141796.43,45858.49,735,1,GOLD,4
15595282,Female,France,33,Open,Inactive Member,0,149474.69,735,4,DIAMOND,2
15600392,Female,France,53,Closed,Active Member,123845.36,170454.93,735,8,DIAMOND,5
15601351,Male,France,43,Open,Active Member,127806.91,73069.59,735,9,GOLD,2
15634936,Male,France,41,Open,Active Member,179904,137180.95,735,7,SILVER,1
15680727,Male,France,49,Open,Inactive Member,121973.28,148804.36,735,5,DIAMOND,1
15684294,Male,France,50,Open,Active Member,0,147075.69,735,2,GOLD,3
15703264,Male,France,44,Open,Inactive Member,120681.63,74836.34,735,9,SILVER,2
15720508,Male,France,31,Open,Inactive Member,119558.35,72927.68,735,3,GOLD,1
15757617,Male,France,55,Open,Inactive Member,134140.68,2267.88,735,6,DIAMOND,4
15765982,Male,France,41,Closed,Active Member,74135.85,11783.1,735,7,GOLD,2
15780961,Female,France,21,Open,Inactive Member,178718.19,22388,735,1,PLATINUM,1
15795132,Female,France,25,Open,Inactive Member,91718.8,28411.23,735,3,PLATINUM,3
15571059,Female,France,54,Closed,Inactive Member,0,130805.54,734,3,SILVER,4
15578825,Female,France,29,Open,Inactive Member,139994.66,17744.72,734,0,GOLD,2
15581286,Female,France,40,Open,Active Member,176914.8,12799.23,734,9,PLATINUM,4
15591279,Male,France,37,Open,Active Member,80387.81,77272.62,734,3,SILVER,5
15593601,Male,France,34,Open,Active Member,133598.4,13107.24,734,6,DIAMOND,4
15607347,Male,France,22,Closed,Inactive Member,130056.23,121894.31,734,5,SILVER,4
15682757,Male,France,30,Open,Inactive Member,0,107640.25,734,3,DIAMOND,4
15702416,Male,France,43,Open,Inactive Member,107805.67,182505.68,734,7,DIAMOND,2
15711130,Male,France,45,Open,Inactive Member,0,99593.28,734,2,GOLD,5
15769522,Male,France,51,Open,Active Member,118537.47,116912.45,734,1,DIAMOND,2
15654901,Male,France,51,Open,Inactive Member,141556.96,130189.53,733,10,SILVER,3
15667451,Male,France,36,Open,Active Member,0,109127.54,733,5,SILVER,5
15694677,Male,France,39,Open,Active Member,0,141841.31,733,1,SILVER,5
15741032,Male,France,48,Open,Active Member,0,117830.57,733,5,DIAMOND,1
15747960,Male,France,33,Open,Active Member,0,7666.73,733,3,SILVER,1
15748696,Male,France,42,Open,Active Member,150507.21,169964.12,733,9,SILVER,3
15773890,Male,France,22,Open,Active Member,0,117202.19,733,5,DIAMOND,3
15777784,Female,France,44,Open,Active Member,168165.84,197193.49,733,6,SILVER,2
15781989,Male,France,42,Open,Inactive Member,120094.93,184056.45,733,9,PLATINUM,5
15783816,Female,France,28,Open,Inactive Member,0,12761.16,733,5,SILVER,5
15783859,Female,France,24,Open,Active Member,161884.99,9617.24,733,3,DIAMOND,4
15789413,Male,France,64,Open,Active Member,0,75272.63,733,3,GOLD,3
15811927,Female,France,38,Open,Inactive Member,157658.36,19658.43,733,3,DIAMOND,2
15569446,Female,France,34,Open,Inactive Member,122338.43,187985.85,732,8,PLATINUM,1
15577657,Male,France,41,Open,Active Member,0,170886.17,732,8,PLATINUM,3
15590349,Female,France,36,Closed,Inactive Member,0,3749,732,9,SILVER,1
15604551,Female,France,35,Open,Inactive Member,0,90876.95,732,3,SILVER,3
15615176,Male,France,26,Open,Inactive Member,0,154364.66,732,7,DIAMOND,3
15623143,Female,France,43,Open,Inactive Member,0,183147.17,732,9,GOLD,4
15627365,Male,France,46,Open,Active Member,0,184350.78,732,0,DIAMOND,3
15628999,Male,France,79,Open,Active Member,61811.23,104222.8,732,10,SILVER,1
15639368,Male,France,25,Open,Inactive Member,110942.9,172576.56,732,0,SILVER,3
15645717,Male,France,62,Open,Active Member,0,25438.87,732,2,PLATINUM,3
15667620,Female,France,43,Open,Inactive Member,0,65731.53,732,6,PLATINUM,3
15751297,Male,France,36,Open,Inactive Member,0,161428.25,732,5,SILVER,5
15758531,Female,France,40,Open,Inactive Member,0,154189.08,732,10,DIAMOND,5
15763747,Male,France,36,Open,Active Member,0,60830.24,732,7,GOLD,1
15772650,Male,France,55,Closed,Active Member,136576.02,3268.17,732,9,PLATINUM,2
15784092,Male,France,36,Open,Active Member,126195.81,133172.48,732,7,DIAMOND,1
15592583,Female,France,47,Closed,Inactive Member,115414.19,191734.67,731,1,GOLD,3
15594898,Male,France,43,Closed,Active Member,0,170034.95,731,2,DIAMOND,2
15602124,Male,France,30,Open,Active Member,0,184581.68,731,7,GOLD,2
15632850,Male,France,37,Open,Active Member,0,170338.35,731,8,DIAMOND,1
15644788,Female,France,30,Open,Inactive Member,0,189528.72,731,5,SILVER,4
15685706,Female,France,40,Open,Active Member,118991.79,156048.64,731,7,PLATINUM,2
15688963,Female,France,52,Closed,Active Member,0,24998.75,731,10,DIAMOND,1
15689594,Male,France,29,Open,Inactive Member,179539.2,112010.02,731,5,DIAMOND,5
15697480,Male,France,30,Open,Active Member,0,143086.09,731,7,DIAMOND,5
15732967,Male,France,19,Open,Active Member,0,151581.79,731,6,PLATINUM,4
15737404,Male,France,31,Open,Active Member,132512.26,185466.85,731,1,SILVER,3
15750099,Female,France,36,Open,Inactive Member,0,152128.36,731,6,PLATINUM,1
15758362,Female,France,41,Open,Active Member,152243.57,88783.59,731,9,PLATINUM,4
15760456,Female,France,38,Closed,Inactive Member,123711.73,171340.68,731,10,DIAMOND,1
15764405,Male,France,29,Open,Active Member,0,162452.65,731,10,SILVER,4
15796969,Male,France,33,Open,Active Member,0,74945.11,731,4,GOLD,3
15604345,Female,France,22,Open,Active Member,65763.57,145792.01,730,9,SILVER,5
15611365,Female,France,32,Open,Inactive Member,127661.69,60905.51,730,9,DIAMOND,3
15615004,Female,France,37,Open,Active Member,0,124364.63,730,1,SILVER,2
15633574,Female,France,41,Open,Inactive Member,167545.32,128246.81,730,4,DIAMOND,3
15637954,Female,France,35,Open,Active Member,155470.55,53718.28,730,0,GOLD,4
15643496,Female,France,34,Open,Inactive Member,74197.38,96875.52,730,5,PLATINUM,4
15681174,Male,France,39,Open,Inactive Member,116537.6,145679.6,730,1,GOLD,1
15705620,Male,France,34,Open,Inactive Member,122453.37,138882.98,730,5,DIAMOND,4
15715939,Male,France,33,Open,Inactive Member,0,1474.79,730,0,SILVER,2
15718245,Male,France,34,Open,Active Member,0,126592.01,730,1,DIAMOND,3
15731553,Male,France,23,Open,Inactive Member,0,183284.53,730,8,SILVER,3
15746674,Female,France,47,Closed,Inactive Member,0,33373.26,730,7,PLATINUM,2
15764419,Male,France,27,Open,Active Member,0,116081.93,730,5,GOLD,3
15771977,Female,France,39,Open,Inactive Member,99010.67,194945.8,730,1,GOLD,5
15797665,Female,France,27,Open,Inactive Member,0,144099.48,730,7,SILVER,1
15810732,Female,France,36,Open,Inactive Member,148749.29,91830.75,730,8,GOLD,3
15576774,Female,France,38,Open,Inactive Member,0,45779.9,729,7,DIAMOND,2
15624775,Male,France,67,Open,Active Member,94203.8,102391.06,729,2,PLATINUM,2
15625759,Male,France,30,Open,Inactive Member,0,151869.35,729,9,DIAMOND,1
15663478,Male,France,32,Open,Active Member,93694.42,79919.13,729,6,GOLD,2
15667265,Male,France,39,Open,Active Member,121404.64,159618.17,729,4,GOLD,3
15679410,Female,France,62,Closed,Inactive Member,140549.4,30990.16,729,4,GOLD,3
15736299,Female,France,36,Open,Inactive Member,109106.8,121311.12,729,8,DIAMOND,3
15752622,Female,France,32,Open,Active Member,38550.06,179230.23,729,7,DIAMOND,4
15758755,Female,France,34,Open,Active Member,132121.71,105409.31,729,9,GOLD,3
15767804,Male,France,44,Open,Inactive Member,0,151733.43,729,6,GOLD,3
15768006,Male,France,34,Open,Inactive Member,152303.8,12128.69,729,3,PLATINUM,2
15797748,Male,France,44,Open,Active Member,0,9200.54,729,5,GOLD,4
15803840,Female,France,32,Open,Inactive Member,0,150803.44,729,9,GOLD,4
15587443,Female,France,69,Open,Active Member,0,131804.86,728,1,PLATINUM,4
15598157,Male,France,34,Open,Inactive Member,106328.08,88680.65,728,4,GOLD,5
15606901,Male,France,43,Open,Inactive Member,0,40023.7,728,7,DIAMOND,4
15627002,Male,France,38,Open,Active Member,115934.74,139059.05,728,1,GOLD,5
15677146,Female,France,28,Open,Inactive Member,142243.54,33074.51,728,4,SILVER,4
15703778,Male,France,33,Open,Active Member,129907.63,36083.96,728,8,GOLD,2
15713599,Male,France,30,Open,Active Member,114835.43,37662.49,728,10,PLATINUM,5
15715796,Male,France,37,Open,Active Member,0,72203.8,728,0,PLATINUM,1
15717643,Female,France,34,Open,Active Member,90425.15,11597.69,728,6,SILVER,1
15780432,Male,France,37,Closed,Inactive Member,122689.51,106977.53,728,3,GOLD,4
15793890,Female,France,59,Closed,Active Member,0,163365.85,728,4,GOLD,5
15809826,Female,France,46,Closed,Inactive Member,109705.52,20276.87,728,2,PLATINUM,5
15573854,Male,France,62,Open,Active Member,0,38652.96,727,5,GOLD,5
15578238,Male,France,47,Open,Inactive Member,0,193305.35,727,7,PLATINUM,4
15586821,Male,France,28,Open,Active Member,0,19653.08,727,5,GOLD,3
15621893,Male,France,18,Open,Active Member,133550.67,46941.41,727,4,PLATINUM,4
15631848,Female,France,26,Open,Active Member,121508.28,146785.44,727,9,PLATINUM,1
15636684,Male,France,34,Open,Active Member,0,198637.34,727,10,GOLD,4
15665159,Male,France,61,Closed,Active Member,128213.96,188729.08,727,0,SILVER,1
15685872,Female,France,29,Open,Active Member,146652.01,173486.39,727,1,DIAMOND,1
15708650,Female,France,31,Open,Active Member,52192.08,160383.47,727,2,DIAMOND,2
15720050,Female,France,28,Open,Inactive Member,110997.76,101433.76,727,2,DIAMOND,2
15739248,Male,France,52,Open,Active Member,0,118429.02,727,4,SILVER,1
15791743,Male,France,32,Open,Active Member,59271.82,46019.43,727,1,DIAMOND,2
15799357,Male,France,35,Open,Inactive Member,136364.46,142754.71,727,5,PLATINUM,1
15568982,Female,France,24,Open,Active Member,0,54724.03,726,6,GOLD,4
15583668,Female,France,42,Open,Active Member,109471.79,175161.05,726,2,GOLD,5
15587174,Male,France,29,Closed,Active Member,0,91844.14,726,7,DIAMOND,4
15591135,Male,France,37,Open,Inactive Member,132057.92,34743.98,726,2,DIAMOND,1
15604217,Male,France,34,Open,Inactive Member,0,14121.61,726,9,SILVER,3
15675626,Male,France,28,Open,Inactive Member,0,98060.51,726,2,SILVER,1
15684861,Female,France,32,Open,Inactive Member,0,185075.63,726,8,SILVER,2
15684934,Male,France,31,Open,Active Member,0,106117.3,726,9,GOLD,3
15703437,Male,France,34,Open,Inactive Member,0,196288.46,726,3,PLATINUM,3
15725311,Female,France,31,Open,Active Member,114722.05,98178.57,726,9,SILVER,5
15734578,Female,France,53,Open,Active Member,113537.73,28367.21,726,1,GOLD,4
15744717,Female,France,44,Open,Active Member,0,26733.86,726,2,SILVER,3
15784099,Female,France,38,Open,Inactive Member,126875.62,128052.29,726,5,PLATINUM,2
15791851,Female,France,34,Open,Active Member,185734.75,102036.82,726,0,SILVER,1
15793949,Female,France,48,Closed,Inactive Member,0,114020.06,726,4,DIAMOND,2
15809800,Female,France,38,Open,Inactive Member,0,6787.48,726,4,DIAMOND,5
15575605,Male,France,38,Open,Active Member,0,158697.28,725,6,DIAMOND,2
15650086,Male,France,43,Open,Inactive Member,165896,130795.52,725,2,SILVER,2
15661036,Male,France,46,Open,Inactive Member,0,161767.38,725,6,GOLD,2
15674526,Male,France,66,Open,Active Member,86459.8,141476.56,725,4,DIAMOND,5
15680998,Male,France,44,Open,Active Member,0,117356.14,725,5,SILVER,4
15682467,Female,France,36,Open,Active Member,118851.05,102747.02,725,1,SILVER,3
15694510,Male,France,45,Open,Inactive Member,129855.32,24218.65,725,1,SILVER,2
15698324,Female,France,33,Open,Active Member,0,67879.8,725,4,DIAMOND,3
15705918,Male,France,31,Open,Active Member,0,59650.42,725,8,DIAMOND,5
15724648,Male,France,26,Open,Inactive Member,98684.15,133720.57,725,6,SILVER,1
15740147,Female,France,44,Open,Active Member,0,93777.61,725,10,SILVER,5
15740470,Male,France,39,Open,Inactive Member,160652.45,57643.55,725,4,GOLD,1
15750769,Male,France,35,Open,Inactive Member,75915.75,150507.43,725,7,SILVER,1
15765643,Male,France,37,Open,Active Member,124348.38,176984.34,725,6,PLATINUM,5
15783276,Female,France,25,Open,Active Member,0,168607.74,725,9,SILVER,2
15784491,Female,France,31,Open,Inactive Member,0,61326.43,725,6,DIAMOND,1
15786789,Female,France,29,Open,Active Member,0,190776.83,725,6,SILVER,4
15794916,Male,France,41,Open,Active Member,113980.21,116704.25,725,7,DIAMOND,4
15570141,Female,France,34,Open,Inactive Member,132352.69,80320.3,724,3,DIAMOND,4
15571756,Female,France,28,Open,Inactive Member,0,59351.68,724,5,DIAMOND,4
15589296,Female,France,40,Open,Active Member,110054.45,86950.72,724,6,SILVER,2
15599289,Female,France,37,Open,Inactive Member,68598.56,157862.82,724,10,GOLD,1
15602731,Male,France,31,Closed,Inactive Member,0,134889.95,724,5,SILVER,2
15612030,Male,France,28,Open,Active Member,0,100240.2,724,9,GOLD,2
15630920,Male,France,34,Open,Inactive Member,154485.74,78560.64,724,2,DIAMOND,1
15644132,Female,France,30,Open,Active Member,142475.87,107848.24,724,9,SILVER,3
15658233,Female,France,41,Open,Active Member,109798.25,149593.61,724,5,PLATINUM,1
15665759,Female,France,69,Open,Active Member,117866.92,62280.91,724,5,PLATINUM,3
15696733,Male,France,29,Open,Inactive Member,0,8982.75,724,4,GOLD,5
15700965,Female,France,32,Open,Active Member,0,150026.79,724,6,PLATINUM,4
15701364,Male,France,30,Open,Active Member,0,54265.55,724,10,DIAMOND,1
15704483,Male,France,40,Open,Inactive Member,0,106149.48,724,6,PLATINUM,3
15711386,Female,France,29,Open,Active Member,0,64729.51,724,6,SILVER,5
15796434,Male,France,28,Open,Active Member,97612.12,96498.14,724,5,DIAMOND,2
15799811,Male,France,40,Closed,Inactive Member,0,127847.25,724,10,GOLD,5
15802390,Female,France,34,Open,Active Member,0,118863.38,724,2,GOLD,4
15620832,Female,France,35,Open,Active Member,0,61290.99,723,0,GOLD,1
15638513,Female,France,40,Open,Inactive Member,142856.95,38019.74,723,7,PLATINUM,5
15642544,Male,France,34,Open,Active Member,0,12092.03,723,5,DIAMOND,4
15649430,Male,France,28,Open,Active Member,0,123885.88,723,4,SILVER,5
15660840,Male,France,30,Open,Inactive Member,124119.54,162198.32,723,3,PLATINUM,4
15678571,Male,France,21,Open,Inactive Member,0,24847.02,723,4,SILVER,1
15699450,Male,France,48,Open,Active Member,0,150694.58,723,7,PLATINUM,1
15699598,Female,France,20,Open,Active Member,0,140385.33,723,4,PLATINUM,1
15736656,Female,France,49,Open,Active Member,0,89972.25,723,4,PLATINUM,1
15793854,Male,France,42,Open,Active Member,99095.73,17512.53,723,2,DIAMOND,3
15801488,Male,France,25,Open,Active Member,0,134509.47,723,3,DIAMOND,2
15615575,Male,France,34,Open,Active Member,0,133447.49,722,8,DIAMOND,1
15617304,Male,France,40,Open,Active Member,0,111893.09,722,6,GOLD,2
15637593,Male,France,20,Open,Inactive Member,0,195486.28,722,6,DIAMOND,5
15681206,Female,France,49,Closed,Inactive Member,168197.66,140765.57,722,3,SILVER,1
15682686,Female,France,38,Open,Active Member,0,167984.72,722,3,DIAMOND,1
15689598,Male,France,46,Closed,Active Member,0,93917.68,722,6,GOLD,3
15692317,Male,France,30,Open,Inactive Member,0,166376.54,722,5,PLATINUM,5
15695356,Male,France,46,Open,Inactive Member,0,179908.71,722,5,PLATINUM,2
15730460,Male,France,37,Open,Inactive Member,0,120906.83,722,2,GOLD,4
15745605,Female,France,47,Closed,Active Member,88011.4,90655.94,722,2,SILVER,3
15794549,Female,France,35,Open,Active Member,163943.89,15068.18,722,2,GOLD,1
15572051,Male,France,40,Open,Active Member,0,144874.67,721,3,SILVER,1
15590637,Male,France,41,Open,Active Member,0,61018.85,721,7,SILVER,1
15599410,Male,France,41,Open,Inactive Member,0,168219.75,721,2,SILVER,4
15600821,Male,France,69,Open,Active Member,108424.19,178418.35,721,2,PLATINUM,1
15601387,Male,France,35,Open,Inactive Member,0,71594.26,721,10,DIAMOND,4
15629150,Female,France,37,Open,Inactive Member,0,70810.8,721,1,DIAMOND,5
15647453,Male,France,42,Open,Inactive Member,102936.72,1187.88,721,4,DIAMOND,2
15652658,Male,France,36,Open,Active Member,155176.83,49653.37,721,1,SILVER,5
15679760,Male,France,46,Open,Inactive Member,115764.32,102950.79,721,1,DIAMOND,3
15688337,Male,France,40,Open,Active Member,118129.87,160277.65,721,9,DIAMOND,4
15689201,Female,France,49,Open,Active Member,120108.56,183421.76,721,1,SILVER,4
15699830,Female,France,40,Open,Active Member,0,122580.48,721,7,PLATINUM,4
15700549,Male,France,54,Open,Active Member,0,4493.12,721,5,DIAMOND,5
15741181,Male,France,41,Open,Active Member,135071.12,64477.25,721,6,SILVER,3
15793881,Female,France,35,Open,Active Member,118273.83,3086.89,721,6,GOLD,3
15813412,Female,France,55,Closed,Inactive Member,44020.89,65864.4,721,3,GOLD,3
15602572,Male,France,33,Open,Active Member,0,142956.48,720,9,PLATINUM,4
15605666,Female,France,34,Open,Active Member,110717.38,9398.45,720,6,GOLD,1
15656249,Female,France,34,Open,Active Member,118307.57,136120.29,720,3,GOLD,2
15671358,Male,France,44,Open,Inactive Member,0,163471.01,720,4,PLATINUM,1
15690670,Male,France,33,Open,Active Member,0,141031.08,720,2,GOLD,2
15713655,Female,France,38,Closed,Active Member,0,56229.72,720,10,GOLD,2
15723008,Female,France,45,Closed,Active Member,102882.4,35633.15,720,1,DIAMOND,3
15740072,Female,France,37,Open,Active Member,120328.88,138470.21,720,2,DIAMOND,1
15747807,Female,France,43,Open,Inactive Member,137824.03,172557.77,720,6,GOLD,4
15761717,Male,France,26,Open,Inactive Member,51962.91,45507.24,720,10,PLATINUM,1
15796617,Male,France,29,Open,Inactive Member,0,39925.52,720,2,PLATINUM,5
15797475,Male,France,44,Closed,Inactive Member,86102.27,180134.88,720,3,DIAMOND,2
15799534,Male,France,71,Open,Active Member,183135.39,197688.5,720,5,DIAMOND,2
15813850,Male,France,52,Open,Active Member,0,14781.12,720,7,GOLD,1
15567834,Male,France,49,Open,Active Member,105918.1,16246.59,719,5,DIAMOND,1
15670822,Female,France,22,Open,Active Member,114415.84,177497.4,719,7,GOLD,2
15683195,Male,France,32,Open,Active Member,146605.27,77119.45,719,9,GOLD,2
15696301,Female,France,37,Closed,Inactive Member,101455.7,25803.59,719,9,PLATINUM,3
15750684,Female,France,42,Closed,Inactive Member,0,28465.86,719,4,PLATINUM,5
15761158,Female,France,54,Open,Active Member,0,125041.52,719,7,DIAMOND,4
15787550,Male,France,69,Open,Active Member,0,58320.06,719,3,SILVER,4
15804211,Male,France,36,Open,Active Member,155423.17,199841.32,719,3,SILVER,2
15812470,Male,France,61,Open,Active Member,0,29132.43,719,5,DIAMOND,4
15574206,Female,France,37,Open,Active Member,0,55100.09,718,7,PLATINUM,5
15587640,Female,France,43,Open,Inactive Member,93143.39,167554.86,718,0,DIAMOND,3
15590177,Female,France,44,Open,Active Member,133866.22,139049.24,718,1,GOLD,3
15609676,Female,France,35,Open,Inactive Member,167924.95,43024.64,718,2,SILVER,2
15622494,Male,France,27,Open,Inactive Member,0,26229.24,718,2,PLATINUM,1
15632275,Male,France,29,Open,Inactive Member,0,126336.72,718,2,GOLD,1
15636626,Male,France,35,Open,Active Member,97560.16,53511.74,718,3,DIAMOND,2
15640866,Female,France,29,Open,Active Member,0,134462.29,718,3,PLATINUM,4
15648735,Male,France,37,Open,Active Member,0,142.81,718,8,GOLD,5
15675450,Male,France,48,Open,Active Member,0,72105.63,718,9,DIAMOND,2
